1820	303
1683	365
1751	314
1928	335
1661	305
1703	615
1780	285
1736	315
2056	319
1781	355
1717	341
1781	486
1739	543
1713	316
1708	280
1692	387
1684	301
1683	290
1623	439
1695	378
1719	274
1681	300
1695	322
1659	288
1629	328
1765	353
1731	285
1740	312
1629	347
1739	285
1720	355
1669	296
1697	323
1667	304
1685	433
1761	409
1823	387
1787	572
1758	275
1755	5335
1704	301
1653	308
1993	332
1714	303
1638	311
1653	299
1780	289
4291	4113
1677	273
1678	374
1682	295
1647	310
4701	346
1686	288
1645	508
1687	330
1690	292
1759	330
1699	287
1686	305
1654	287
1721	353
1677	327
1648	319
1655	890
1732	304
1663	278
1665	334
1663	329
1623	415
1673	273
1672	329
1640	267
1662	385
1641	337
1694	307
1717	306
1687	298
1636	281
1761	328
1718	324
1677	410
1646	334
1711	301
1612	308
1665	321
1688	302
1703	326
1718	293
1647	471
1717	315
1683	256
1697	340
1695	301
1715	343
1704	317
1667	457
1653	278
1657	304
1694	377
