1914	288
1643	261
1717	233
1652	234
1677	240
1653	249
1659	676
1684	259
1648	240
1738	499
1679	241
1715	262
1670	250
1665	230
1636	246
1675	246
1657	248
1686	261
1663	269
1671	274
1623	265
1666	235
1695	255
1713	254
1648	256
1662	300
1632	236
1651	325
1654	256
1653	255
1708	271
1749	257
1849	270
1826	265
1747	286
1761	267
1671	239
1715	243
1676	282
1664	249
1692	253
1660	279
1643	244
1709	240
1657	264
1746	251
1714	246
1813	251
1693	226
1696	262
1675	218
1655	249
1716	258
1713	262
1758	272
1676	254
1681	249
1742	242
1720	253
1676	254
1742	225
1742	252
1644	240
1667	237
1699	228
1655	4116
1670	334
1686	248
1688	223
1710	265
1667	224
1668	236
1649	238
1633	229
1677	228
1811	243
1676	244
1663	231
1628	224
1750	250
1723	239
1684	228
1738	256
1818	234
1729	408
1648	219
1719	230
1678	270
1699	247
1701	323
1702	309
1680	254
1701	238
1687	245
1689	315
1768	232
1663	218
1682	299
1648	233
1698	258
