2498	363
2482	311
7260	314
2652	297
2487	338
5836	310
3190	286
2446	326
2397	284
2424	310
2535	397
2434	364
2414	298
3493	530
2449	307
2484	385
2331	300
2431	300
2382	357
2346	314
2409	334
7279	341
2454	369
2421	300
2436	349
2496	304
2445	293
2400	338
2388	369
2373	290
2453	372
2488	308
2474	394
2603	346
2482	346
2449	303
2511	609
2603	554
2483	308
2384	345
2452	292
2382	323
2433	344
2378	371
2491	301
2405	312
2398	337
2456	348
2420	297
2418	385
2423	300
2489	337
2357	362
2391	323
2441	287
2370	286
2347	288
2406	341
2404	322
2420	277
2437	338
2487	340
2431	387
2424	372
2465	350
2485	322
2415	284
2472	4139
2433	329
2410	370
2472	331
2467	307
2442	342
2400	437
2759	331
2516	368
2490	346
2526	342
2548	332
2461	457
2523	288
2430	289
2387	312
2415	484
2329	367
2449	400
2439	317
2461	322
2568	303
2362	401
2869	4250
2443	457
2367	345
2518	354
2458	5408
2472	388
2433	344
2519	323
2424	468
2454	362
