2299	254
2176	266
2147	242
2220	241
2213	246
2169	241
2223	252
2242	248
2222	247
2264	287
2189	308
2225	256
2249	243
2179	283
2218	255
2178	249
2152	245
2204	267
2232	265
2229	326
2220	249
2196	248
2240	253
2159	262
2302	400
2290	235
2181	246
2253	252
2206	246
2208	247
2160	272
2235	248
2355	253
2207	254
2175	250
2158	277
2251	268
2293	309
2260	346
2276	289
2317	4113
2167	238
2196	261
2218	320
2200	312
2263	251
2201	309
2230	257
2216	282
2186	248
2186	246
2169	244
2238	258
2182	375
2225	250
2262	258
2178	271
2181	273
2217	246
2181	321
2265	242
2174	241
2150	246
2154	243
2191	259
2218	252
2178	267
2160	249
2173	390
2159	257
2267	271
2255	262
2148	258
2181	244
2184	249
2206	241
2165	251
2177	263
2143	251
2188	237
2148	239
2167	234
2204	250
2206	267
2226	254
2193	235
2193	261
2164	279
2153	283
2197	256
2237	365
2239	251
2170	252
2179	306
2224	251
2508	311
2269	269
2333	298
2284	252
2338	253
