2250	283
2269	271
2146	275
2274	327
2203	268
2175	479
2202	318
2204	291
2200	267
2211	288
2241	354
2171	348
2215	327
2167	314
2146	276
2152	285
2186	371
2269	307
2326	273
2359	372
2382	273
2301	302
2353	332
2512	291
2604	312
2485	409
2421	392
2444	374
2414	341
2582	296
2425	301
2369	324
2445	290
2532	440
2480	309
2514	325
2292	287
2426	412
2383	280
2471	321
2397	304
2377	423
2597	343
2477	381
2728	304
2353	307
2420	311
2407	313
2413	291
2447	312
2404	323
2399	383
5821	309
5807	297
2407	399
2367	348
2402	327
2559	287
2379	316
2595	368
2333	329
2438	365
2373	570
2389	413
2413	352
2430	308
2390	310
2362	535
2414	293
2393	300
2366	300
2410	341
2398	366
2432	283
2383	276
2434	288
2391	273
2494	313
2402	297
2395	296
7251	315
2473	326
2392	283
2341	307
2442	267
2401	388
2378	446
2386	299
2408	334
2378	318
2382	301
2377	396
2488	289
2544	411
2384	308
2513	322
2395	783
2457	314
2426	309
2340	309
