1652	307
1662	261
1630	242
1742	284
1793	318
1662	255
1669	281
1650	250
1678	251
1645	252
1654	274
1644	257
1617	232
1653	234
1709	251
1796	253
1774	272
1761	235
1637	225
1635	244
1635	242
1694	250
1633	227
1647	230
1673	235
1671	231
1679	237
1668	249
1689	261
1685	226
1650	235
1714	263
1623	240
1766	263
1821	260
1835	236
1713	226
1803	266
1854	294
1842	230
1775	226
1728	246
1724	242
1666	232
1668	236
1706	239
1697	215
1660	389
1712	232
1820	251
1646	253
1674	242
1683	370
1766	255
1731	230
1654	223
1692	240
1655	223
1609	250
1615	239
1601	263
1638	238
1661	231
1636	249
1634	272
1756	252
1674	239
1643	237
1637	238
1677	242
1718	229
1664	271
1659	279
1769	226
1669	216
1663	246
1696	235
1642	218
1655	231
1614	288
1617	283
1651	325
1629	223
1659	4104
1737	242
1708	244
1662	225
1654	253
1680	224
1714	236
1678	253
1674	227
1658	243
1702	234
1645	216
1629	226
1722	217
1738	273
1723	231
1803	247
