2260	257
2196	248
2187	267
2172	255
2185	284
2241	244
2241	322
2257	256
2187	2411
5718	262
2351	269
2219	348
2241	241
2219	251
2346	275
2257	306
2183	240
2177	270
2339	271
2334	270
2264	298
2232	275
2180	247
5678	485
2264	260
2219	290
2207	253
2262	266
2157	298
2166	252
2243	312
2302	278
2340	276
2591	2245
2269	346
2293	336
2434	257
2205	289
2190	248
2221	249
2211	255
2151	264
2196	252
2251	375
2363	276
2233	282
2204	241
2278	255
2196	251
2231	249
2159	250
2242	247
2271	270
2317	261
2194	258
2167	498
2188	257
2162	253
2201	330
2194	275
2177	243
2220	241
2202	284
2238	251
2200	301
2216	247
2221	269
2338	296
2283	248
2216	256
2210	253
2186	267
2202	244
2251	241
2311	283
2399	287
2263	263
2348	260
2240	238
2227	257
2262	256
2242	316
2325	366
2287	302
2372	248
2199	270
2299	240
2260	284
2330	250
2257	254
2236	260
2279	264
2368	301
2273	264
2414	253
2420	262
2306	250
2188	329
2149	255
2451	239
