1684	266
1500	273
1658	244
1630	267
1597	257
1614	252
1533	247
1534	333
1532	254
1524	245
1536	256
1530	250
1569	268
1593	247
1511	242
1518	358
1547	542
1688	312
1782	287
1605	274
1508	254
1523	416
1533	272
1498	278
1603	314
1514	233
1527	354
1523	261
1651	300
1677	263
1679	305
1566	290
1628	519
1585	340
1579	329
1604	293
1673	305
1644	285
1665	263
1576	283
1645	315
1654	279
1666	333
1681	279
1603	285
1674	306
1693	385
1581	332
1550	318
1636	264
1578	271
1610	466
1661	317
1712	334
1689	357
1719	286
1704	314
1669	341
1645	297
1674	358
5418	323
1610	327
1645	292
1652	353
1692	279
1681	298
1592	271
1606	285
1759	274
1595	438
1647	376
1630	305
1688	329
1624	289
1656	275
1589	328
1615	364
1576	285
1611	414
1662	239
1584	301
1574	283
1665	261
1678	253
1597	369
1652	271
1577	266
1584	235
1607	271
1526	285
3838	264
1540	250
1615	284
1639	259
1590	250
1623	291
1583	263
1604	272
5328	264
1542	304
